,Customer Name,Review Title,Rating,Reviews
182,Sushmita ,Good phone. But it could have been better,5.0 out of 5 stars,"  Review after using the mobile for a month: (15/7/21)Battery stays for 24-30 hrs easily (i continously watch series and movies and sometimes i play games also)I didn't face any heating issues. Only while charging, it warms up a bit.I received the mobile Today.. At first, I was very much scared after reading so many negative comments. But let me tell you my experience.Design: 5/5Fast Charging: 5/5Camera: 4/5 (I agree with what everyone says. The Camera could have obviously been better being a OnePlus product.)Battery Life: 4/5Heating Issue: I agree that during setup, it warms up... but very little.. It's not like it heats up.Amazon Service: 5/5Weight: Little heavy.This is my first impression review.. I will definitely again edit and update it after a month. :)Till then, happy shopping :)"
183,Amazon Customer,One of the Very good mobile Go for it 🤳🤘🤘,5.0 out of 5 stars,  One of the best display.Touch feel is very smooth.camera quality is best in the segment.oxygen os 11 is  also good.I will charge the phone 25 minutes Battery was fully charged.If you watch the movie  display is superb clarity and brightness because of 120 HZ fluid amoled display.Gaming is awesome of this phone.If you buy mobile no doubt GO IT and Take it.👌
184,Malyaj Sirothia,Amazing mobile with couple of negligible issues,4.0 out of 5 stars,  Amazing phone.Lucky to be in a country where 9R was launched 😬The only issue I see till now is the mobile heats up a bit and discharge very quickly. Maybe oneplus will improve it with further software updates.Its the only reason I'm giving 4 stars
185,Abdul k.,Extremely happy with the performance .,5.0 out of 5 stars,  The people criticizing battery and heating issue i think are fake. As performance is amazing battery is also superb with no heating while playing pubg for 3+ hrs camera is also good. Loved this oneplus set
186,Himanshu Joshi,Beauty & Beast with Bad Optics!,4.0 out of 5 stars,"  Will keep it simple. Coming from SD 636 to this, it's a major upgrade for me. Multitasking is superb, smooth operations, Oxygen OS is fascinating, 120hz Amoled Display gives wonderful browsing experience. Battery backup around 6-7hrs SoT, warp charging is at another level (around 45mins from 0 to 100). Camera is average, may be below average at this price range (quality at par with 20k phone). Low light captures are awful. If performance and UI experience is the preference, then it's a thumbs up, if the preference is photography, then it's a compromise. And, one more thing, this phone is a beauty, it looks adorable, very elegant and feels premium while holding it (black variant)."
187,Kish,Phone is good but not customer experience,3.0 out of 5 stars,  Since i had a very bad experience with amazon on few days back purchase of same phone. I tried to do a last reorder since screen guard and cover had all come. I had to pay extra 1000 rs for my old exchange phone. They started to decrease the phone value each time I was trying to order and it was failing.  Phone is really good and exchange went very smooth this time
188,Devendra Singh,Worst camera on a flagship phone,1.0 out of 5 stars,"  I have paid 40K for this phone considering that it would give some good camera results but highly disappointed with the camera performance, it doesn't even stand a chance against 2 generations old one plus 7 or iPhone SE camera. Don't go for this one instead by old one Plus 7T Pro or 8 pro"
189,Rajlakshmi,Good phone,5.0 out of 5 stars,"  During initial days ,there was a heating issues but after updates , there is no such heating issues even after using for 2-3 hrs continuously. During charging also, no such heating issues.Warp charger works great. Full charge in around 50 mins.Phone is working very smoothly. Matte black finish gives it a very royal texture.Camera quality is also nice.Battery - even after heavy use,20%battery still remains .  Again warp charger is there. 15 min and it is 50% charged. Ready to work.All together, phone is not bad. Happy with the phone."
190,Amit Tiwari,Not good product,1.0 out of 5 stars,  Bad product not as expected.Heating problem camera quality is not as expected give blurred image.At this cost not satisfied with product.All the expectations were ruined off.Never suggest to any one to buy this product.Insteda of this we go for Motorola samsung
191,Rubina shaikh,What you expect more? When you have OnePlus 9R,5.0 out of 5 stars,"  Your browser does not support HTML5 video.


   “OnePlus 9R”Really impressive OS and the new chipset is of course fastest.Worst is camera. Really very average camera!Overall superb! PhonePerformance 100%Gaming 110%Battery 100%Multi tasking 100%Build quality 110%Camera 60%"
192,mk,Bad Camera,2.0 out of 5 stars,"  Such a bad camera. My Oneplus 6 clicks way better pictures with good colors, dynamic range, detail everything. 9R camera is just the worst. Such a waste of money, now that I regret buying it."
193,Devadittya Bhattacharjee,The best in the market till date,5.0 out of 5 stars,"  Outstanding Power Pack performanceIndeed the Best smart phone launched by OnePlus till date.If you like gaming this will be the beast for any battle royale games Like COD mobile, PUBG Mobile or Free fire absolutely stunning"
194,Anto,Good worthy 🙂,5.0 out of 5 stars,"  V.Good camera But sometimes picture looks like paintings when zoomed in. OnePlus < Samsung/iphone camera.Far enough.Not satisfied with battery life. Don't know where this 5000mah is going. Got an update fix for.battery, still.OS is ❤️🔥❤️ superb as always. Clean feel. Not buggy. No bloatware like others.Love this phone.Black is perfect. Matte feel."
195,D. Singh,Good for its price point but could have been better.,4.0 out of 5 stars,  Finger print sensor takes a while to unlock the phoneCamera is not upto the price point. It seems that filters aree applied.Battery backup is good. Charges the phone completely in almost 30 minutes.
196,Akash,Camera struggles during night time,4.0 out of 5 stars,"  The phone is practically a really good phone.Minor bugs here and there with Oxygen OS but doesn't bother much.Camera photos and videos are really good during day time but struggle at night.Photos soften when you zoom into a pic, that is where the photo loses details but when viewed normally the result is good.Battery backup is decent, you get 5-6 hours of screen time. Screen time depends on the usage like camera, gaming, full brightness.Don't fall into the trap of reducing the refresh rate to save battery, it makes no sense if you have brought a phone for a feature and not using it. The battery is optimized enough for a seamless 120Hz experience."
